Plant Name,Family,Book,Page start,Page end,1. Flowering 🌼,2. Fruiting 🍊,2A. Dormancy💤,3. Deciduous 🍂,4. Bulbous root 🥔,4A. Rhizomatous 🌾,5. Water Plant 🌊?,5A. Perennial♾️,6. Herb 🌿,7. Shrub🌴,8. Tree🌳,9. Climber🧗‍♀️,10. Creep-ing🐌,11. Succu-lent🌵,11A. Tropical rainforest habitat☔,11B. Insectivorous🦟,11C. Parasitic 🧛,12. Full Sun ☀️,13. Semi-Shade 🌤️,14. Shade ☁️,15. Hot 🔥,16. Warm 🌡️,17. Cold ❄️,18. Wind Tolerant 💨?,18A. Wind Sensitive🛡️,19. Cold-phobia 😨?,20. Salt Tolerant 🧂,21. Drought tolerant🏜️,22. Moist 💧,23. Requring lots of water 🌧️,23A. Moist-phobia🚫,24. Drought-sensitive🥀,25. Thermo-sensitive 🥵,25A. Barren tolerant🗿,25B. Antipollution 🔄,26. Lightly toxic🟡,27. Toxic🟠,28. Heavily toxic 🔴,Count of cell with logo,,,,
Dendrobium aduncum,Orchidaceae,6,131,,5-8,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium amethystoglossum,Orchidaceae,6,131,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium anceps,Orchidaceae,6,132,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium anosmum (Dendrobium superbum),Orchidaceae,6,132,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium anosmum var. alba (Dendrobium superbum var. alba),Orchidaceae,6,133,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium antennatum,Orchidaceae,6,133,,5-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium aphyllum (Dendrobium pierardii),Orchidaceae,6,134,,3-4,6-7,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium bracteosum,Orchidaceae,6,134,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium bracteosum var. album,Orchidaceae,6,135,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium bullenianum (Dendrobium topaziacu),Orchidaceae,6,135,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium capillipe,Orchidaceae,6,136,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium cariniferum,Orchidaceae,6,136,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium cerinum,Orchidaceae,6,137,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium chrysanthum,Orchidaceae,6,137,,9-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium chrysopterum,Orchidaceae,6,138,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium chrysotoxum,Orchidaceae,6,138,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium crepidatum,Orchidaceae,6,139,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium cretaceum (Dendrobium polyanthum),Orchidaceae,6,139,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium crumenatum,Orchidaceae,6,140,,1-12,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium crystallinum,Orchidaceae,6,140,,5-7,7-8,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium cuspidatum,Orchidaceae,6,141,,5-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium densiflorum,Orchidaceae,6,141,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Dendrobium densiflorum 'Variegata',Orchidaceae,6,142,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium discolor,Orchidaceae,6,142,,1-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium draconis,Orchidaceae,6,143,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium exile,Orchidaceae,6,143,,10-11,12,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium falconeri,Orchidaceae,6,144,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium farmeri,Orchidaceae,6,144,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium fimbrialum var. oculatum,Orchidaceae,6,145,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium flexicaule,Orchidaceae,6,145,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium formosum,Orchidaceae,6,146,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium garrettii,Orchidaceae,6,146,,5-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium gerlandianum,Orchidaceae,6,147,,12-1,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium gratiosissimum,Orchidaceae,6,147,,4-5,6-7,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium guangxiense,Orchidaceae,6,148,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium guerrero,Orchidaceae,6,148,,9-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium hancockii,Orchidaceae,6,149,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium harveyanum,Orchidaceae,6,149,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium hercoglossum,Orchidaceae,6,150,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium huoshanensis,Orchidaceae,6,150,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium intricatum,Orchidaceae,6,151,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium jenkinsii (Dendrobium lindleyi),Orchidaceae,6,151,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium junceum,Orchidaceae,6,152,,3-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium lamellatum,Orchidaceae,6,152,,6-10,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium lituiflorum,Orchidaceae,6,153,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium loddigesii,Orchidaceae,6,153,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium loddigesii var. alba,Orchidaceae,6,154,,4-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium lowii,Orchidaceae,6,154,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium mannii,Orchidaceae,6,155,,,,,,,,,,🌿,,,,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Dendrobium miyakei,Orchidaceae,6,155,,3-11,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium moschatum,Orchidaceae,6,156,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium nobile,Orchidaceae,6,156,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium officinale,Orchidaceae,6,157,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium ophioglossum,Orchidaceae,6,157,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium parishii,Orchidaceae,6,158,,5-6,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Dendrobium pendulum,Orchidaceae,6,158,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium purpureum,Orchidaceae,6,159,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium purpureum var. album,Orchidaceae,6,159,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium revolutum,Orchidaceae,6,160,,,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium rigidum,Orchidaceae,6,160,,1-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium sarawakense,Orchidaceae,6,161,,10-11,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium scabrilingue,Orchidaceae,6,161,,12-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium schuetzei,Orchidaceae,6,162,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium secundum,Orchidaceae,6,162,,11-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium sanderae,Orchidaceae,6,163,,2-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium secundum var. album,Orchidaceae,6,163,,11-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium senile,Orchidaceae,6,164,,2-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium signatum,Orchidaceae,6,164,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium smillieae,Orchidaceae,6,165,,5-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium smillieae var. album,Orchidaceae,6,165,,5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium spectabile,Orchidaceae,6,166,,2-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium suzukii,Orchidaceae,6,166,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium tetragonum,Orchidaceae,6,167,,2-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium tortile,Orchidaceae,6,167,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium trigonopus,Orchidaceae,6,168,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium unicum,Orchidaceae,6,168,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium uniflorum,Orchidaceae,6,169,,,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium wardianum,Orchidaceae,6,169,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium wassellii,Orchidaceae,6,170,,5-7,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrobium ypsilon,Orchidaceae,6,170,,3-9,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Dendrochilum formosanum (Dendrochilum uncatum),Orchidaceae,6,171,,3-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Dendrochilum wenzelii,Orchidaceae,6,171,,11-3,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Doritis regnieriana,Orchidaceae,6,172,,5-11,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Encyelia bractescens,Orchidaceae,6,172,,2-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Encyclia cordigera,Orchidaceae,6,173,,12-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Encyclia cordigera var. alba,Orchidaceae,6,173,,12-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Encyclia mariae,Orchidaceae,6,174,,5-9,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Encyclia randii,Orchidaceae,6,174,,3-8,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Encyclia profuse,Orchidaceae,6,175,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum ciliare,Orchidaceae,6,175,,5-6,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Epidendrum difforme,Orchidaceae,6,176,,11-1,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum polybulbon,Orchidaceae,6,176,,11-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum porpax,Orchidaceae,6,177,,10-2,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum pseudepidendrum,Orchidaceae,6,177,,2-5,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum radicans,Orchidaceae,6,178,,5-11,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum stamfordianum,Orchidaceae,6,178,,12-2,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Epidendrum veroscriptum,Orchidaceae,6,179,,6-10,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,🌡️,,💨,,,,,,,,,,,,,,,5,,,,
Epigeneium lyonii,Orchidaceae,6,179,,3-6,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Eria flava,Orchidaceae,6,180,,1-2,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Eria pannea,Orchidaceae,6,180,,4-5,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Eria rosea,Orchidaceae,6,181,,1-3,3-4,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Eria tomentosa,Orchidaceae,6,181,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Eulophia flava,Orchidaceae,6,182,,4-6,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Eulophia graminea,Orchidaceae,6,182,,4-7,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Eulophia petersii,Orchidaceae,6,183,,11-7,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Gastrochilus calceolaris,Orchidaceae,6,183,,3-8,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Gastrodia elata,Orchidaceae,6,184,,6-7,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Geodorum densiflorum,Orchidaceae,6,184,,6-7,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Gongora bufonia,Orchidaceae,6,185,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Gongora elaviodora,Orchidaceae,6,185,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Gongora histrionica,Orchidaceae,6,186,,4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Gongora quinquenervis,Orchidaceae,6,186,,4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Goodyera procera,Orchidaceae,6,187,,3-5,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Grammatophyllum scriptum,Orchidaceae,6,187,,5-7,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Grammatophyllum scriptum var. citrinum,Orchidaceae,6,188,,5-7,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Habenaria dentata,Orchidaceae,6,188,,8-10,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Habenaria linguella,Orchidaceae,6,189,,7-8,,,,,,,,🌿,,,,,,☔,,,☀️,,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Habenaria myriotricha,Orchidaceae,6,189,,8-10,,11-2,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Habenaria rhodocheila,Orchidaceae,6,190,,7-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Habenaria rhodocheila subsp. rhodocheila,Orchidaceae,6,190,,7-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Haraella retrocalla,Orchidaceae,6,191,,7-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Holcoglossum wangii,Orchidaceae,6,191,,10-12,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Ionopsis utricularioides,Orchidaceae,6,192,,5-7,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Kingidium deliciosum,Orchidaceae,6,192,,5-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Laelia dayana var. coerulea,Orchidaceae,6,193,,9-11,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Laelia spectabilis (Laelia praestans),Orchidaceae,6,193,,9-11,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Liparis fissilabris,Orchidaceae,6,194,,7-12,1-2,,,,,,,🌿,,,,,,☔,🦟,,,,☁️,,,,,,,,,,,,,,,,,,,4,,,,
Liparis nervosa,Orchidaceae,6,194,,5-7,,,,,,,,🌿,,,,,,☔,🦟,,,,☁️,,,,,,,,,,,,,,,,,,,4,,,,
Liparis plicata,Orchidaceae,6,195,,8-10,3-5,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Liparis stricklandiana,Orchidaceae,6,195,,12-2,4-5,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Liparis viridiflora,Orchidaceae,6,196,,9-11,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Lockhartia acuta,Orchidaceae,6,196,,5-2,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Ludisia discolor,Orchidaceae,6,197,,3-4,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Ludisia discolor var. alba,Orchidaceae,6,197,,3-4,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Ludisia discolor var. nigrescens,Orchidaceae,6,198,,3-4,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Malaxis latifolia,Orchidaceae,6,198,,4-7,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Masdevallia kuhniorum,Orchidaceae,6,199,,4-7,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Maxillaria densa,Orchidaceae,6,199,,3-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Maxillaria tenuifolia,Orchidaceae,6,200,,3-5,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Maxillaria variabilis,Orchidaceae,6,200,,2-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Meiracyllium wendlandii var. alba,Orchidaceae,6,200,,,,,,,,,,🌿,,,,,,☔,,,,,☁️,,,,,,,,,,,,,,,,,,,3,,,,
Miltonia spectabilis var. moreliana,Orchidaceae,6,201,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Miltonia spectabilis,Orchidaceae,6,202,,5-9,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Mormolyca ringens,Orchidaceae,6,202,,,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Neobenthamia gracilis,Orchidaceae,6,203,,12-4,,,,,,,,🌿,,,,,,☔,,,☀️,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,0
Oeoniella polystachys,Orchidaceae,6,203,,9-10,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Oncidium kramerianum,Orchidaceae,6,204,,1-12,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Oncidium papilio var. alba,Orchidaceae,6,204,,1-12,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Erycina pusilla (Oncidium pusillum),Orchidaceae,6,205,,10-11,,,,,,,,🌿,,,,,,☔,🦟,,,🌤️,,,,,,,,,,,,,,,,,,,,4,,,,
Paphiopedilum appletonianum,Orchidaceae,6,205,,12-4,,,,,,,,🌿,,,,,,☔,,,☀️,,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum armeniacum,Orchidaceae,6,206,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum callosum,Orchidaceae,6,206,,3-5,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum chamberlainianum,Orchidaceae,6,207,,1-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum concolor,Orchidaceae,6,207,,"3-4, 9-10",,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum dianthum,Orchidaceae,6,208,,7-9,11,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum hangianum,Orchidaceae,6,208,,3-7,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum henryanum,Orchidaceae,6,209,,9-1,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum insigne,Orchidaceae,6,209,,9-2,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum jackii,Orchidaceae,6,210,,12-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum malipoense,Orchidaceae,6,210,,3-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum micranthum,Orchidaceae,6,211,,1-4,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
Paphiopedilum purpuratum,Orchidaceae,6,211,,10-1,,,,,,,,🌿,,,,,,☔,,,,🌤️,,,,,,,,,,,,,,,,,,,,3,,,,
